Price,Close,High,Low,Open,Volume,50_MA,200_MA,Volatility,Daily Returns
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,
Date,,,,,,,,,
2023-11-07,180.49710083007812,181.1125849169399,177.66783112206795,177.87629469765844,70530000,175.3476348876953,170.41014488220216,3.862738626950194,0.01445077137844386
2023-11-08,181.55929565429688,182.1152186825965,180.26875139702054,181.02323134779837,49340300,175.32321411132813,170.61348205566406,4.038825465680604,0.00588483038970633
2023-11-09,181.0828094482422,182.78035920210118,180.4871689201494,181.62881074103257,53763500,175.21917694091798,170.817748336792,4.148761686029284,-0.0026244109635782387
2023-11-10,185.2875518798828,185.4565506612299,182.43468499907056,182.87206148972973,66133400,175.19486663818358,171.03265899658203,4.518559706584702,0.02321999777037065
2023-11-13,183.69711303710938,184.91976812620925,183.11063780884533,184.7110299042217,43627500,175.10717864990235,171.22988075256347,4.772888006810759,-0.008583624893508612
2023-11-14,186.3213348388672,186.98733436699092,185.1881391216873,186.57977766288278,60108400,175.0672100830078,171.45470527648925,5.117694542510509,0.014285590874951293
2023-11-15,186.887939453125,188.36905250310778,186.65931635404164,186.72890587030213,53790500,175.17338592529296,171.67598693847657,5.46455823720641,0.0030410077018170334
2023-11-16,188.5778045654297,189.82034448090351,187.52411797622008,188.43864070160558,54412900,175.419580078125,171.90008331298827,5.886440578012463,0.009042130365659817
2023-11-17,188.55792236328125,189.24380683321974,187.44461143684416,189.11457782649978,50922700,175.65306701660157,172.09744003295899,6.269522623631379,-0.00010543235559590247
2023-11-20,190.30740356445312,190.76466491067268,188.7467813740569,188.75671623264228,46505100,175.8981155395508,172.2853556060791,6.716303175642189,0.009278216365798064
2023-11-21,189.5022430419922,190.37699597796984,188.60762038854105,190.26765186097265,38134500,176.18781524658203,172.48293632507324,7.060999983496287,-0.00423084182422917
2023-11-22,190.16822814941406,191.77855487032625,189.69109711501824,190.3471617671388,39617700,176.5323306274414,172.66941467285156,7.405024737035847,0.003514391685982776
2023-11-24,188.83624267578125,189.76068506922263,188.1205384889839,189.73086532541635,24048300,176.81982849121093,172.86272621154785,7.647850563027866,-0.007004248220613851
2023-11-27,188.65731811523438,189.53207108953595,187.77263028176083,188.78654712309,40552600,177.1182421875,173.0603327178955,7.85825877683892,-0.0009475117594563987
2023-11-28,189.263671875,189.9396214691522,188.26963995303524,188.64737693705334,38415400,177.37001373291017,173.25913955688478,8.069281091987833,0.0032140484441491868
2023-11-29,188.2398223876953,190.9435904601538,187.84221568139642,189.76069003248776,43014200,177.5794677734375,173.43876899719237,8.196287857482432,-0.00540964611518735
2023-11-30,188.81637573242188,189.1841778871875,187.06688486941184,188.70703160550096,48794400,177.87153228759766,173.62449867248534,8.292521806275122,0.0030628659622251586
2023-12-01,190.09866333007812,190.41674564636727,188.10064953196948,189.19409067360718,45679300,178.22021575927735,173.8060959625244,8.395367687902485,0.0067911884903109065
2023-12-04,188.29946899414062,188.91577913023963,186.33128993843854,188.84618961175903,43389500,178.51584014892578,173.9867165374756,8.315544641534379,-0.009464529126191001
2023-12-05,192.26564025878906,193.23978723319652,189.04497157673757,189.07480648679842,66628400,178.86517578125,174.19291007995605,8.337886224226432,0.021063103819861873
2023-12-06,191.17222595214844,193.5976510937421,190.9634725753497,193.28950362567244,41089700,179.274443359375,174.4137833404541,8.280809910115162,-0.005686997974099217
2023-12-07,193.11058044433594,193.8362194805571,192.43463086867496,192.4744006383907,47477700,179.7528561401367,174.6422198486328,8.122359629084555,0.010139310156239256
2023-12-08,194.54197692871094,194.82030462884575,192.5141434931892,193.0409791518531,53377300,180.25473419189453,174.87538772583008,7.634255519819442,0.00741231516720342
2023-12-11,192.02708435058594,192.33524699521988,190.27759358324766,191.9575100014726,60943700,180.69599029541016,175.10929695129394,7.0022167558233015,-0.012927249007275043
